key,te,ta
1,9169000000,9169000000.0
1,8281000000,8281000000.0
1,10324000000,10324000000.0
2,8555000000,8555000000.0
1,9038000000,9038000000.0
1,9968000000,9968000000.0
1,11021000000,11021000000.0
1,8132000000,8132000000.0
2,9797000000,9797000000.0
2,7528000000,7528000000.0
2,9060000000,9060000000.0
2,10963000000,10963000000.0
2,8106000000,8106000000.0
2,9446000000,9446000000.0
2,10410000000,10410000000.0
2,9030000000,9030000000.0
2,8785000000,8785000000.0
2,10578000000,10578000000.0
1,9085000000,9085000000.0
1,10595000000,10595000000.0
1,7756000000,7756000000.0
1,8048000000,8048000000.0
1,8957000000,8957000000.0
1,8794000000,8794000000.0
1,9105000000,9105000000.0
1,10603000000,10603000000.0
1,9640000000,9640000000.0
1,9972000000,9972000000.0
1,9379000000,9379000000.0
1,10796000000,10796000000.0
2,8587000000,8587000000.0
2,10159000000,10159000000.0
1,7701000000,7701000000.0
1,10280000000,10280000000.0
1,9580000000,9580000000.0
1,10478000000,10478000000.0
1,7810000000,7810000000.0
1,9498000000,9498000000.0
1,10322000000,10322000000.0
1,8546000000,8546000000.0
1,10198000000,10198000000.0
1,7698000000,7698000000.0
1,8896000000,8896000000.0
1,10363000000,10363000000.0
1,9720000000,9720000000.0
1,7382000000,7382000000.0
2,7592000000,7592000000.0
2,9466000000,9466000000.0
1,8117000000,8117000000.0
1,8626000000,8626000000.0
1,9130000000,9130000000.0
1,10200000000,10200000000.0
1,10419000000,10419000000.0
1,8640000000,8640000000.0
1,9856000000,9856000000.0
1,10355000000,10355000000.0
1,8858000000,8858000000.0
1,10186000000,10186000000.0
1,8014000000,8014000000.0
1,8498000000,8498000000.0
1,8887000000,8887000000.0
1,9541000000,9541000000.0
1,7802000000,7802000000.0
1,8973000000,8973000000.0
1,7846000000,7846000000.0
1,8488000000,8488000000.0
1,9185000000,9185000000.0
1,7784000000,7784000000.0
1,8785000000,8785000000.0
1,10023000000,10023000000.0
1,8937000000,8937000000.0
1,8874000000,8874000000.0
1,8104000000,8104000000.0
1,9087000000,9087000000.0
1,9557000000,9557000000.0
1,10952000000,10952000000.0
2,9979000000,9979000000.0
2,10313000000,10313000000.0
1,10169000000,10169000000.0
2,8430000000,8430000000.0
2,9454000000,9454000000.0
2,10126000000,10126000000.0
1,9911000000,9911000000.0
1,11023000000,11023000000.0
2,8918000000,8918000000.0
2,10214000000,10214000000.0
1,9481000000,9481000000.0
2,7729000000,7729000000.0
2,8677000000,8677000000.0
1,8786000000,8786000000.0
1,9357000000,9357000000.0
1,10404000000,10404000000.0
1,8299000000,8299000000.0
1,8972000000,8972000000.0
1,7881000000,7881000000.0
1,8613000000,8613000000.0
1,8117000000,8117000000.0
1,10603000000,10603000000.0
1,8622000000,8622000000.0
1,9170000000,9170000000.0
2,8077000000,8077000000.0
2,10536000000,10536000000.0
2,8094000000,8094000000.0
2,9853000000,9853000000.0
2,10438000000,10438000000.0
1,9099000000,9099000000.0
2,11206000000,11206000000.0
1,8905000000,8905000000.0
1,10501000000,10501000000.0
1,11257000000,11257000000.0
1,7856000000,7856000000.0
1,8854000000,8854000000.0
1,9554000000,9554000000.0
1,8148000000,8148000000.0
1,9029000000,9029000000.0
2,8167000000,8167000000.0
2,10585000000,10585000000.0
1,7817000000,7817000000.0
1,8813000000,8813000000.0
1,9649000000,9649000000.0
1,8338000000,8338000000.0
1,9202000000,9202000000.0
1,8902000000,8902000000.0
1,10792000000,10792000000.0
1,8358000000,8358000000.0
1,10215000000,10215000000.0
1,7873000000,7873000000.0
1,9443000000,9443000000.0
1,10697000000,10697000000.0
1,8289000000,8289000000.0
1,9612000000,9612000000.0
1,10582000000,10582000000.0
2,10002000000,10002000000.0
2,9186000000,9186000000.0
1,10191000000,10191000000.0
1,10908000000,10908000000.0
1,8520000000,8520000000.0
1,8783000000,8783000000.0
1,10479000000,10479000000.0
1,8703000000,8703000000.0
2,9142000000,9142000000.0
2,10151000000,10151000000.0
1,9778000000,9778000000.0
1,7583000000,7583000000.0
1,9265000000,9265000000.0
2,8486000000,8486000000.0
2,10014000000,10014000000.0
1,8704000000,8704000000.0
1,7417000000,7417000000.0
1,8916000000,8916000000.0
1,9975000000,9975000000.0
1,10989000000,10989000000.0
1,10266000000,10266000000.0
2,8286000000,8286000000.0
1,10419000000,10419000000.0
1,8681000000,8681000000.0
1,9622000000,9622000000.0
1,8864000000,8864000000.0
1,9572000000,9572000000.0
1,9417000000,9417000000.0
1,10141000000,10141000000.0
1,8469000000,8469000000.0
1,9319000000,9319000000.0
1,10294000000,10294000000.0
1,8436000000,8436000000.0
1,9821000000,9821000000.0
1,8671000000,8671000000.0
1,9160000000,9160000000.0
1,9810000000,9810000000.0
1,8123000000,8123000000.0
1,10047000000,10047000000.0
1,8746000000,8746000000.0
1,10867000000,10867000000.0
1,9512000000,9512000000.0
1,8405000000,8405000000.0
2,10028000000,10028000000.0
1,8184000000,8184000000.0
1,9156000000,9156000000.0
1,10557000000,10557000000.0
1,7881000000,7881000000.0
1,10100000000,10100000000.0
1,10173000000,10173000000.0
2,8671000000,8671000000.0
2,9459000000,9459000000.0
2,10249000000,10249000000.0
1,8306000000,8306000000.0
1,7517000000,7517000000.0
1,8778000000,8778000000.0
1,10513000000,10513000000.0
1,7938000000,7938000000.0
1,10109000000,10109000000.0
1,8491000000,8491000000.0
1,9489000000,9489000000.0
2,8123000000,8123000000.0
2,9203000000,9203000000.0
1,8444000000,8444000000.0
1,10478000000,10478000000.0
2,8987000000,8987000000.0
1,7989000000,7989000000.0
1,8505000000,8505000000.0
1,8943000000,8943000000.0
1,10324000000,10324000000.0
1,7417000000,7417000000.0
1,8563000000,8563000000.0
1,9398000000,9398000000.0
2,9218000000,9218000000.0
1,8267000000,8267000000.0
2,10925000000,10925000000.0
1,8400000000,8400000000.0
1,7928000000,7928000000.0
1,8720000000,8720000000.0
1,9178000000,9178000000.0
1,7944000000,7944000000.0
1,9461000000,9461000000.0
1,10457000000,10457000000.0
1,7805000000,7805000000.0
1,9808000000,9808000000.0
1,8087000000,8087000000.0
1,10687000000,10687000000.0
1,8510000000,8510000000.0
1,8821000000,8821000000.0
1,7954000000,7954000000.0
1,8791000000,8791000000.0
1,9215000000,9215000000.0
1,9830000000,9830000000.0
2,8276000000,8276000000.0
2,7479000000,7479000000.0
2,8173000000,8173000000.0
2,9028000000,9028000000.0
1,8589000000,8589000000.0
1,9328000000,9328000000.0
1,8143000000,8143000000.0
2,10061000000,10061000000.0
1,8833000000,8833000000.0
1,9211000000,9211000000.0
1,10646000000,10646000000.0
1,8436000000,8436000000.0
1,9612000000,9612000000.0
1,10608000000,10608000000.0
1,9559000000,9559000000.0
1,10353000000,10353000000.0
1,9225000000,9225000000.0
1,8387000000,8387000000.0
1,10348000000,10348000000.0
2,7467000000,7467000000.0
2,10129000000,10129000000.0
1,9767000000,9767000000.0
1,8619000000,8619000000.0
1,10422000000,10422000000.0
2,7913000000,7913000000.0
2,10308000000,10308000000.0
2,11056000000,11056000000.0
1,8345000000,8345000000.0
1,8783000000,8783000000.0
2,8029000000,8029000000.0
2,9221000000,9221000000.0
2,10317000000,10317000000.0
1,10339000000,10339000000.0
2,8683000000,8683000000.0
1,8111000000,8111000000.0
1,10257000000,10257000000.0
1,11092000000,11092000000.0
1,9364000000,9364000000.0
1,10071000000,10071000000.0
1,7528000000,7528000000.0
1,7641000000,7641000000.0
1,9915000000,9915000000.0
1,8707000000,8707000000.0
1,8947000000,8947000000.0
2,8990000000,8990000000.0
2,10124000000,10124000000.0
2,11075000000,11075000000.0
1,9056000000,9056000000.0
1,8124000000,8124000000.0
2,9162000000,9162000000.0
2,10533000000,10533000000.0
2,6557000000,6557000000.0
2,8229000000,8229000000.0
2,10008000000,10008000000.0
1,9388000000,9388000000.0
1,10885000000,10885000000.0
1,7937000000,7937000000.0
1,8962000000,8962000000.0
1,10218000000,10218000000.0
1,9545000000,9545000000.0
2,8305000000,8305000000.0
2,10618000000,10618000000.0
1,8913000000,8913000000.0
1,8263000000,8263000000.0
1,8805000000,8805000000.0
1,8575000000,8575000000.0
1,10656000000,10656000000.0
1,8754000000,8754000000.0
1,11820000000,11820000000.0
1,8072000000,8072000000.0
1,9872000000,9872000000.0
1,6894000000,6894000000.0
1,8471000000,8471000000.0
1,9917000000,9917000000.0
1,7985000000,7985000000.0
1,9326000000,9326000000.0
1,10001000000,10001000000.0
1,7893000000,7893000000.0
1,8233000000,8233000000.0
1,9044000000,9044000000.0
1,8691000000,8691000000.0
1,9144000000,9144000000.0
1,9054000000,9054000000.0
1,10502000000,10502000000.0
1,8622000000,8622000000.0
1,9515000000,9515000000.0
1,7733000000,7733000000.0
2,8763000000,8763000000.0
2,10087000000,10087000000.0
1,8257000000,8257000000.0
2,7976000000,7976000000.0
2,9814000000,9814000000.0
2,10757000000,10757000000.0
1,8500000000,8500000000.0
1,7691000000,7691000000.0
1,9630000000,9630000000.0
1,10731000000,10731000000.0
1,8666000000,8666000000.0
1,8492000000,8492000000.0
1,8435000000,8435000000.0
1,9213000000,9213000000.0
1,10064000000,10064000000.0
1,8835000000,8835000000.0
1,8868000000,8868000000.0
1,9188000000,9188000000.0
1,10394000000,10394000000.0
1,9938000000,9938000000.0
1,8806000000,8806000000.0
1,9339000000,9339000000.0
1,8200000000,8200000000.0
1,10633000000,10633000000.0
1,8301000000,8301000000.0
1,9245000000,9245000000.0
2,10832000000,10832000000.0
1,8827000000,8827000000.0
1,11034000000,11034000000.0
1,9343000000,9343000000.0
1,10386000000,10386000000.0
1,10349000000,10349000000.0
1,7656000000,7656000000.0
1,9027000000,9027000000.0
1,9825000000,9825000000.0
1,8222000000,8222000000.0
1,8077000000,8077000000.0
1,8813000000,8813000000.0
2,9246000000,9246000000.0
1,8124000000,8124000000.0
1,9113000000,9113000000.0
1,10909000000,10909000000.0
1,7375000000,7375000000.0
1,9708000000,9708000000.0
1,10678000000,10678000000.0
1,7381000000,7381000000.0
1,9759000000,9759000000.0
1,8066000000,8066000000.0
2,10905000000,10905000000.0
1,9551000000,9551000000.0
1,10605000000,10605000000.0
2,10489000000,10489000000.0
1,7831000000,7831000000.0
1,8586000000,8586000000.0
1,9155000000,9155000000.0
1,7578000000,7578000000.0
1,9575000000,9575000000.0
1,10894000000,10894000000.0
2,9308000000,9308000000.0
2,9986000000,9986000000.0
1,8387000000,8387000000.0
1,7687000000,7687000000.0
1,9944000000,9944000000.0
1,10956000000,10956000000.0
1,7535000000,7535000000.0
1,8722000000,8722000000.0
2,9683000000,9683000000.0
2,10806000000,10806000000.0
1,10370000000,10370000000.0
1,8992000000,8992000000.0
1,10487000000,10487000000.0
1,8034000000,8034000000.0
1,10894000000,10894000000.0
1,9194000000,9194000000.0
1,10242000000,10242000000.0
2,7922000000,7922000000.0
1,8097000000,8097000000.0
1,9279000000,9279000000.0
1,7317000000,7317000000.0
1,10276000000,10276000000.0
1,10586000000,10586000000.0
1,9257000000,9257000000.0
1,9947000000,9947000000.0
1,11084000000,11084000000.0
1,9903000000,9903000000.0
1,10814000000,10814000000.0
1,7967000000,7967000000.0
1,7943000000,7943000000.0
1,8813000000,8813000000.0
1,10382000000,10382000000.0
1,11219000000,11219000000.0
1,8327000000,8327000000.0
1,9321000000,9321000000.0
1,10849000000,10849000000.0
1,8769000000,8769000000.0
1,10252000000,10252000000.0
1,8242000000,8242000000.0
1,7691000000,7691000000.0
1,8589000000,8589000000.0
1,8055000000,8055000000.0
1,8370000000,8370000000.0
1,10065000000,10065000000.0
1,10852000000,10852000000.0
1,9459000000,9459000000.0
1,10208000000,10208000000.0
1,7775000000,7775000000.0
1,9416000000,9416000000.0
1,9012000000,9012000000.0
1,7477000000,7477000000.0
1,8611000000,8611000000.0
1,9302000000,9302000000.0
1,7755000000,7755000000.0
1,8765000000,8765000000.0
1,9226000000,9226000000.0
1,10662000000,10662000000.0
1,8279000000,8279000000.0
1,8559000000,8559000000.0
1,10213000000,10213000000.0
1,10936000000,10936000000.0
1,9170000000,9170000000.0
1,10419000000,10419000000.0
1,7740000000,7740000000.0
1,8679000000,8679000000.0
1,10297000000,10297000000.0
1,10658000000,10658000000.0
1,9935000000,9935000000.0
1,8255000000,8255000000.0
1,9316000000,9316000000.0
1,7703000000,7703000000.0
1,9168000000,9168000000.0
2,11006000000,11006000000.0
1,7415000000,7415000000.0
1,8943000000,8943000000.0
1,8137000000,8137000000.0
1,10506000000,10506000000.0
1,8948000000,8948000000.0
1,9778000000,9778000000.0
1,10558000000,10558000000.0
2,8328000000,8328000000.0
2,9597000000,9597000000.0
1,9648000000,9648000000.0
1,7538000000,7538000000.0
1,8937000000,8937000000.0
1,9685000000,9685000000.0
1,11013000000,11013000000.0
1,7784000000,7784000000.0
1,7983000000,7983000000.0
1,9234000000,9234000000.0
1,9737000000,9737000000.0
1,8271000000,8271000000.0
1,10325000000,10325000000.0
1,10154000000,10154000000.0
1,9390000000,9390000000.0
1,10450000000,10450000000.0
1,7964000000,7964000000.0
1,9818000000,9818000000.0
1,11058000000,11058000000.0
2,8055000000,8055000000.0
1,10938000000,10938000000.0
2,7486000000,7486000000.0
1,8430000000,8430000000.0
1,9383000000,9383000000.0
1,9294000000,9294000000.0
1,9084000000,9084000000.0
1,9729000000,9729000000.0
1,9331000000,9331005000.0
1,10227000000,10227005000.0
1,10642000000,10642005000.0
2,8737000000,8737005000.0
1,10944000000,10944005000.0
1,8762000000,8762000000.0
2,8167000000,8167000000.0
2,9238000000,9238000000.0
1,10119000000,10119000000.0
1,7541000000,7541000000.0
1,9292000000,9292000000.0
1,10946000000,10946000000.0
1,7747000000,7747000000.0
1,8758000000,8758000000.0
1,10161000000,10161000000.0
1,8040000000,8040000000.0
1,8886000000,8886000000.0
1,10619000000,10619000000.0
1,9311000000,9311000000.0
1,8315000000,8315000000.0
1,9145000000,9145000000.0
1,7933000000,7933000000.0
1,8633000000,8633000000.0
1,9010000000,9010000000.0
1,9552000000,9552000000.0
1,7611000000,7611000000.0
1,9504000000,9504000000.0
1,10699000000,10699000000.0
1,7965000000,7965000000.0
1,9129000000,9129000000.0
2,8112000000,8112000000.0
1,8294000000,8294000000.0
1,9515000000,9515000000.0
1,10776000000,10776000000.0
1,8986000000,8986000000.0
1,8086000000,8086000000.0
1,9318000000,9318000000.0
1,10336000000,10336000000.0
1,8493000000,8493000000.0
2,8248000000,8248000000.0
2,9233000000,9233000000.0
1,8116000000,8116000000.0
1,8238000000,8238000000.0
1,9562000000,9562000000.0
1,7682000000,7682000000.0
1,8781000000,8781000000.0
1,9954000000,9954000000.0
1,8416000000,8416000000.0
1,10687000000,10687000000.0
1,8419000000,8419000000.0
1,8200000000,8200000000.0
1,9226000000,9226000000.0
1,10714000000,10714000000.0
1,8604000000,8604000000.0
1,10325000000,10325000000.0
1,7733000000,7733000000.0
1,10252000000,10252000000.0
2,7684000000,7684000000.0
1,8427000000,8427000000.0
2,6461000000,6461000000.0
2,8777000000,8777000000.0
2,10022000000,10022000000.0
2,9852000000,9852000000.0
1,9124000000,9124000000.0
1,10128000000,10128000000.0
1,10747000000,10747000000.0
1,7498000000,7498000000.0
1,9098000000,9098000000.0
1,9950000000,9950000000.0
1,8976000000,8976000000.0
1,8367000000,8367000000.0
1,10339000000,10339000000.0
1,11136000000,11136000000.0
1,8185000000,8185000000.0
1,8732000000,8732000000.0
1,9663000000,9663000000.0
1,10602000000,10602000000.0
1,8327000000,8327000000.0
1,9273000000,9273000000.0
1,9740000000,9740000000.0
1,10074000000,10074000000.0
1,8353000000,8353000000.0
1,11038000000,11038000000.0
2,8392000000,8392000000.0
2,8700000000,8700000000.0
2,10391000000,10391000000.0
1,8975000000,8975000000.0
1,10471000000,10471000000.0
1,10618000000,10618000000.0
1,9646000000,9646000000.0
1,7871000000,7871000000.0
1,9090000000,9090000000.0
1,10863000000,10863000000.0
2,7397000000,7397000000.0
2,10412000000,10412000000.0
1,8618000000,8618000000.0
1,9720000000,9720000000.0
2,8178000000,8178000000.0
2,9888000000,9888000000.0
2,11020000000,11020000000.0
1,8141000000,8141000000.0
1,8556000000,8556000000.0
1,8968000000,8968000000.0
1,9454000000,9454000000.0
1,8108000000,8108000000.0
1,9605000000,9605000000.0
1,10801000000,10801000000.0
1,8208000000,8208000000.0
1,9496000000,9496000000.0
1,10642000000,10642000000.0
2,10579000000,10579000000.0
1,8134000000,8134000000.0
1,8520000000,8520000000.0
2,10607000000,10607000000.0
2,8121000000,8121000000.0
1,9696000000,9696000000.0
1,10794000000,10794000000.0
1,7539000000,7539000000.0
1,9338000000,9338000000.0
1,10489000000,10489000000.0
1,7431000000,7431000000.0
1,8712000000,8712000000.0
2,10015000000,10015000000.0
1,7719000000,7719000000.0
1,7805000000,7805000000.0
1,8816000000,8816000000.0
1,9928000000,9928000000.0
1,8501000000,8501000000.0
1,9889000000,9889000000.0
1,9532000000,9532000000.0
1,10212000000,10212000000.0
1,11089000000,11089000000.0
2,8199000000,8199000000.0
1,8421000000,8421000000.0
1,9327000000,9327000000.0
1,10985000000,10985000000.0
1,9607000000,9607000000.0
1,9223000000,9223000000.0
1,11325000000,11325000000.0
1,10588000000,10588000000.0
2,7700000000,7700000000.0
1,7958000000,7958000000.0
1,9602000000,9602000000.0
1,10541000000,10541000000.0
1,7576000000,7576000000.0
1,9551000000,9551000000.0
1,11158000000,11158000000.0
2,7645000000,7645000000.0
2,8099000000,8099000000.0
2,9518000000,9518000000.0
2,10205000000,10205000000.0
1,8909000000,8909000000.0
1,9912000000,9912000000.0
1,10688000000,10688000000.0
1,7424000000,7424000000.0
1,9063000000,9063000000.0
1,10274000000,10274000000.0
1,8460000000,8460000000.0
1,9414000000,9414000000.0
1,10009000000,10009000000.0
1,10672000000,10672000000.0
1,8068000000,8068000000.0
1,9537000000,9537000000.0
1,10232000000,10232000000.0
1,8374000000,8374000000.0
1,9446000000,9446000000.0
1,10303000000,10303000000.0
1,8167000000,8167000000.0
1,9266000000,9266000000.0
1,8174000000,8174000000.0
1,9015000000,9015000000.0
1,11132000000,11132000000.0
1,8036000000,8036000000.0
1,9602000000,9602000000.0
2,10064000000,10064000000.0
2,7654000000,7654000000.0
2,10567000000,10567000000.0
2,8741000000,8741000000.0
2,10152000000,10152000000.0
2,8372000000,8372000000.0
2,9900000000,9900000000.0
2,10744000000,10744000000.0
1,9536000000,9536000000.0
1,10247000000,10247000000.0
1,7963000000,7963000000.0
1,8701000000,8701000000.0
1,9923000000,9923000000.0
1,8278000000,8278000000.0
2,8693000000,8693000000.0
2,9851000000,9851000000.0
1,7822000000,7822000000.0
2,9688000000,9688000000.0
2,10381000000,10381000000.0
1,7758000000,7758000000.0
1,9324000000,9324000000.0
1,10976000000,10976000000.0
2,7266000000,7266000000.0
2,10914000000,10914000000.0
2,8836000000,8836000000.0
1,7959000000,7959000000.0
1,8724000000,8724000000.0
1,9478000000,9478000000.0
1,10821000000,10821000000.0
2,8398000000,8398000000.0
2,9482000000,9482000000.0
1,9001000000,9001000000.0
2,8620000000,8620000000.0
2,7911000000,7911000000.0
2,8959000000,8959000000.0
1,9010000000,9010000000.0
1,9893000000,9893000000.0
1,10369000000,10369000000.0
1,10692000000,10692000000.0
1,8069000000,8069000000.0
1,9565000000,9565000000.0
1,7594000000,7594000000.0
1,8976000000,8976000000.0
1,9770000000,9770000000.0
1,7906000000,7906000000.0
1,10766000000,10766000000.0
2,10467000000,10467000000.0
1,8611000000,8611000000.0
1,9962000000,9962000000.0
2,8677000000,8677000000.0
2,9219000000,9219000000.0
1,9146000000,9146000000.0
1,10741000000,10741000000.0
1,8706000000,8706000000.0
1,8567000000,8567000000.0
1,10067000000,10067000000.0
1,7625000000,7625000000.0
1,8965000000,8965000000.0
1,10083000000,10083000000.0
1,8608000000,8608000000.0
1,7547000000,7547000000.0
1,9745000000,9745000000.0
1,9871000000,9871000000.0
1,9759000000,9759000000.0
2,10898000000,10898000000.0
1,8275000000,8275000000.0
1,9066000000,9066000000.0
1,10037000000,10037000000.0
1,8813000000,8813000000.0
1,10112000000,10112000000.0
2,8019000000,8019000000.0
1,9299000000,9299000000.0
1,10795000000,10795000000.0
1,9073000000,9073000000.0
2,11062000000,11062000000.0
1,8363000000,8363000000.0
1,9046000000,9046000000.0
2,7696000000,7696000000.0
2,10564000000,10564000000.0
1,8811000000,8811000000.0
2,8108000000,8108000000.0
2,11032000000,11032000000.0
1,9336000000,9336000000.0
1,10826000000,10826000000.0
1,9115000000,9115000000.0
1,8027000000,8027000000.0
1,10239000000,10239000000.0
1,8354000000,8354000000.0
1,9363000000,9363000000.0
2,10470000000,10470000000.0
1,8448000000,8448000000.0
1,8182000000,8182000000.0
1,10628000000,10628000000.0
1,7503000000,7503000000.0
1,10235000000,10235000000.0
2,10367000000,10367000000.0
1,7917000000,7917000000.0
1,9974000000,9974000000.0
1,8849000000,8849000000.0
1,9757000000,9757000000.0
1,8264000000,8264000000.0
1,9458000000,9458000000.0
2,7869000000,7869000000.0
1,8102000000,8102000000.0
2,8136000000,8136000000.0
2,8978000000,8978000000.0
1,8540000000,8540000000.0
1,7887000000,7887000000.0
1,8779000000,8779000000.0
1,10493000000,10493000000.0
1,9430000000,9430000000.0
1,10661000000,10661000000.0
1,10709000000,10709000000.0
2,8547000000,8547000000.0
1,8245000000,8245000000.0
1,9972000000,9972000000.0
1,8368000000,8368000000.0
2,10048000000,10048000000.0
2,10574000000,10574000000.0
1,7932000000,7932000000.0
1,8723000000,8723000000.0
1,11058000000,11058000000.0
1,8197000000,8197000000.0
1,10108000000,10108000000.0
1,8544000000,8544000000.0
1,10481000000,10481000000.0
1,9020000000,9020000000.0
1,10091000000,10091000000.0
1,8235000000,8235000000.0
1,9148000000,9148000000.0
1,10919000000,10919000000.0
1,7890000000,7890000000.0
1,7829000000,7829000000.0
1,9281000000,9281000000.0
1,9686000000,9686000000.0
1,10801000000,10801000000.0
1,8810000000,8810000000.0
1,8741000000,8741000000.0
1,9094000000,9094000000.0
1,10650000000,10650000000.0
1,9006000000,9006000000.0
2,8223000000,8223000000.0
1,8425000000,8425000000.0
1,9104000000,9104000000.0
1,9694000000,9694000000.0
1,10368000000,10368000000.0
2,7714000000,7714000000.0
2,10293000000,10293000000.0
2,10867000000,10867000000.0
1,8201000000,8201000000.0
1,10971000000,10971000000.0
1,8453000000,8453000000.0
1,9138000000,9138000000.0
1,10723000000,10723000000.0
1,8908000000,8908000000.0
1,9932000000,9932000000.0
2,8371000000,8371000000.0
2,8668000000,8668000000.0
2,10226000000,10226000000.0
2,10275000000,10275000000.0
2,8563000000,8563000000.0
1,7948000000,7948000000.0
1,9347000000,9347000000.0
1,10316000000,10316000000.0
1,11024000000,11024000000.0
2,8768000000,8768000000.0
