key,te,ta
1,10186000000,10186240000.0
1,8014000000,8014050000.0
1,8498000000,8498050000.0
1,8887000000,8887050000.0
1,9541000000,9541050000.0
1,7802000000,7802050000.0
1,8973000000,8973050000.0
1,7846000000,7846100000.0
1,8488000000,8488100000.0
1,9185000000,9185100000.0
1,7784000000,7784100000.0
1,8785000000,8785100000.0
1,10023000000,10023050000.0
1,8937000000,8937050000.0
1,8874000000,8874050000.0
1,8104000000,8104050000.0
1,9087000000,9087050000.0
1,9557000000,9557050000.0
1,10952000000,10952050000.0
2,9979000000,9979050000.0
2,10313000000,10313050000.0
1,10169000000,10169050000.0
2,8430000000,8430050000.0
2,9454000000,9454050000.0
2,10126000000,10126095000.0
1,9911000000,9911095000.0
1,11023000000,11023095000.0
2,8918000000,8918095000.0
2,10214000000,10214095000.0
1,9481000000,9481095000.0
2,7729000000,7729050000.0
2,8677000000,8677050000.0
1,8786000000,8786050000.0
1,9357000000,9357050000.0
1,10404000000,10404050000.0
1,8299000000,8299455000.0
1,8972000000,8972455000.0
1,7881000000,7881455000.0
1,8613000000,8613455000.0
1,8117000000,8117455000.0
1,10603000000,10603455000.0
1,8622000000,8622250000.0
1,9170000000,9170250000.0
2,8077000000,8077250000.0
2,10536000000,10536250000.0
2,8094000000,8094250000.0
2,9853000000,9853050000.0
2,10438000000,10438050000.0
1,9099000000,9099050000.0
2,11206000000,11206050000.0
1,8905000000,8905050000.0
1,10501000000,10501050000.0
1,11257000000,11257205000.0
1,7856000000,7856205000.0
1,8854000000,8854205000.0
1,9554000000,9554205000.0
1,8148000000,8148205000.0
1,9029000000,9029205000.0
2,8167000000,8167050000.0
2,10585000000,10585050000.0
1,7817000000,7817050000.0
1,8813000000,8813050000.0
1,9649000000,9649050000.0
1,8338000000,8338050000.0
1,9202000000,9202680000.0
1,8902000000,8902680000.0
1,10792000000,10792680000.0
1,8358000000,8358680000.0
1,10215000000,10215680000.0
1,7873000000,7873680000.0
1,9443000000,9443050000.0
1,10697000000,10697050000.0
1,8289000000,8289050000.0
1,9612000000,9612050000.0
1,10582000000,10582050000.0
2,10002000000,10002050000.0
2,9186000000,9186050000.0
1,10191000000,10191050000.0
1,10908000000,10908050000.0
1,8520000000,8520050000.0
1,8783000000,8783050000.0
1,10479000000,10479050000.0
1,8703000000,8703050000.0
2,9142000000,9142050000.0
2,10151000000,10151050000.0
1,9778000000,9778050000.0
1,7583000000,7583050000.0
1,9265000000,9265430000.0
2,8486000000,8486430000.0
2,10014000000,10014430000.0
1,8704000000,8704430000.0
1,7417000000,7417430000.0
1,8916000000,8916430000.0
1,9975000000,9975050000.0
1,10989000000,10989050000.0
1,10266000000,10266050000.0
2,8286000000,8286050000.0
1,10419000000,10419050000.0
1,8681000000,8681050000.0
1,9622000000,9622050000.0
1,8864000000,8864050000.0
1,9572000000,9572050000.0
1,9417000000,9417050000.0
1,10141000000,10141050000.0
1,8469000000,8469050000.0
1,9319000000,9319085000.0
1,10294000000,10294085000.0
1,8436000000,8436085000.0
1,9821000000,9821085000.0
1,8671000000,8671085000.0
1,9160000000,9160085000.0
1,9810000000,9810050000.0
1,8123000000,8123050000.0
1,10047000000,10047050000.0
1,8746000000,8746050000.0
1,10867000000,10867050000.0
1,9512000000,9512050000.0
1,8405000000,8405050000.0
2,10028000000,10028050000.0
1,8184000000,8184050000.0
1,9156000000,9156050000.0
1,10557000000,10557050000.0
1,7881000000,7881050000.0
1,10100000000,10100050000.0
1,10173000000,10173050000.0
2,8671000000,8671050000.0
2,9459000000,9459050000.0
2,10249000000,10249050000.0
1,8306000000,8306050000.0
1,7517000000,7517050000.0
1,8778000000,8778050000.0
1,10513000000,10513050000.0
1,7938000000,7938050000.0
1,10109000000,10109050000.0
1,8491000000,8491050000.0
1,9489000000,9489050000.0
2,8123000000,8123050000.0
2,9203000000,9203050000.0
1,8444000000,8444050000.0
1,10478000000,10478050000.0
2,8987000000,8987050000.0
1,7989000000,7989050000.0
1,8505000000,8505050000.0
1,8943000000,8943050000.0
1,10324000000,10324050000.0
1,7417000000,7417050000.0
1,8563000000,8563050000.0
1,9398000000,9398050000.0
2,9218000000,9218050000.0
1,8267000000,8267050000.0
2,10925000000,10925050000.0
1,8400000000,8400050000.0
1,7928000000,7928050000.0
1,8720000000,8720050000.0
1,9178000000,9178050000.0
1,7944000000,7944050000.0
1,9461000000,9461050000.0
1,10457000000,10457080000.0
1,7805000000,7805080000.0
1,9808000000,9808080000.0
1,8087000000,8087080000.0
1,10687000000,10687080000.0
1,8510000000,8510050000.0
1,8821000000,8821050000.0
1,7954000000,7954050000.0
1,8791000000,8791050000.0
1,9215000000,9215050000.0
1,9830000000,9830075000.0
2,8276000000,8276075000.0
2,7479000000,7479075000.0
2,8173000000,8173075000.0
2,9028000000,9028075000.0
1,8589000000,8589075000.0
1,9328000000,9328050000.0
1,8143000000,8143050000.0
2,10061000000,10061050000.0
1,8833000000,8833050000.0
1,9211000000,9211050000.0
1,10646000000,10646050000.0
1,8436000000,8436050000.0
1,9612000000,9612050000.0
1,10608000000,10608050000.0
1,9559000000,9559050000.0
1,10353000000,10353050000.0
1,9225000000,9225100000.0
1,8387000000,8387100000.0
1,10348000000,10348100000.0
2,7467000000,7467100000.0
2,10129000000,10129100000.0
1,9767000000,9767150000.0
1,8619000000,8619150000.0
1,10422000000,10422150000.0
2,7913000000,7913150000.0
2,10308000000,10308150000.0
2,11056000000,11056150000.0
1,8345000000,8345210000.0
1,8783000000,8783210000.0
2,8029000000,8029210000.0
2,9221000000,9221210000.0
2,10317000000,10317210000.0
1,10339000000,10339210000.0
2,8683000000,8683050000.0
1,8111000000,8111050000.0
1,10257000000,10257050000.0
1,11092000000,11092050000.0
1,9364000000,9364050000.0
1,10071000000,10071050000.0
1,7528000000,7528050000.0
1,7641000000,7641050000.0
1,9915000000,9915050000.0
1,8707000000,8707050000.0
1,8947000000,8947050000.0
2,8990000000,8990250000.0
2,10124000000,10124250000.0
2,11075000000,11075250000.0
1,9056000000,9056250000.0
1,8124000000,8124250000.0
2,9162000000,9162250000.0
2,10533000000,10533050000.0
2,6557000000,6557050000.0
2,8229000000,8229050000.0
2,10008000000,10008050000.0
1,9388000000,9388050000.0
1,10885000000,10885050000.0
1,7937000000,7937215000.0
1,8962000000,8962215000.0
1,10218000000,10218215000.0
1,9545000000,9545215000.0
2,8305000000,8305215000.0
2,10618000000,10618215000.0
1,8913000000,8913050000.0
1,8263000000,8263050000.0
1,8805000000,8805050000.0
1,8575000000,8575050000.0
1,10656000000,10656050000.0
1,8754000000,8754050000.0
1,11820000000,11820050000.0
1,8072000000,8072050000.0
1,9872000000,9872050000.0
1,6894000000,6894050000.0
1,8471000000,8471050000.0
1,9917000000,9917050000.0
1,7985000000,7985210000.0
1,9326000000,9326210000.0
1,10001000000,10001210000.0
1,7893000000,7893210000.0
1,8233000000,8233210000.0
1,9044000000,9044210000.0
1,8691000000,8691050000.0
1,9144000000,9144050000.0
1,9054000000,9054050000.0
1,10502000000,10502050000.0
1,8622000000,8622050000.0
1,9515000000,9515050000.0
1,7733000000,7733050000.0
2,8763000000,8763050000.0
2,10087000000,10087050000.0
1,8257000000,8257050000.0
2,7976000000,7976050000.0
2,9814000000,9814105000.0
2,10757000000,10757105000.0
1,8500000000,8500105000.0
1,7691000000,7691105000.0
1,9630000000,9630105000.0
1,10731000000,10731105000.0
1,8666000000,8666050000.0
1,8492000000,8492050000.0
1,8435000000,8435050000.0
1,9213000000,9213050000.0
1,10064000000,10064050000.0
1,8835000000,8835050000.0
1,8868000000,8868050000.0
1,9188000000,9188050000.0
1,10394000000,10394050000.0
1,9938000000,9938050000.0
1,8806000000,8806050000.0
1,9339000000,9339050000.0
1,8200000000,8200235000.0
1,10633000000,10633235000.0
1,8301000000,8301235000.0
1,9245000000,9245235000.0
2,10832000000,10832235000.0
1,8827000000,8827215000.0
1,11034000000,11034215000.0
1,9343000000,9343215000.0
1,10386000000,10386215000.0
1,10349000000,10349215000.0
1,7656000000,7656215000.0
1,9027000000,9027050000.0
1,9825000000,9825050000.0
1,8222000000,8222050000.0
1,8077000000,8077050000.0
1,8813000000,8813050000.0
2,9246000000,9246050000.0
1,8124000000,8124050000.0
1,9113000000,9113050000.0
1,10909000000,10909050000.0
1,7375000000,7375050000.0
1,9708000000,9708050000.0
1,10678000000,10678050000.0
1,7381000000,7381050000.0
1,9759000000,9759050000.0
1,8066000000,8066050000.0
2,10905000000,10905050000.0
1,9551000000,9551050000.0
1,10605000000,10605050000.0
2,10489000000,10489050000.0
1,7831000000,7831050000.0
1,8586000000,8586050000.0
1,9155000000,9155050000.0
1,7578000000,7578050000.0
1,9575000000,9575050000.0
1,10894000000,10894050000.0
2,9308000000,9308050000.0
2,9986000000,9986050000.0
1,8387000000,8387050000.0
1,7687000000,7687050000.0
1,9944000000,9944590000.0
1,10956000000,10956590000.0
1,7535000000,7535590000.0
1,8722000000,8722590000.0
2,9683000000,9683590000.0
2,10806000000,10806590000.0
1,10370000000,10370050000.0
1,8992000000,8992050000.0
1,10487000000,10487050000.0
1,8034000000,8034050000.0
1,10894000000,10894050000.0
1,9194000000,9194050000.0
1,10242000000,10242050000.0
2,7922000000,7922050000.0
1,8097000000,8097050000.0
1,9279000000,9279050000.0
1,7317000000,7317050000.0
1,10276000000,10276050000.0
1,10586000000,10586050000.0
1,9257000000,9257050000.0
1,9947000000,9947050000.0
1,11084000000,11084050000.0
1,9903000000,9903050000.0
1,10814000000,10814230000.0
1,7967000000,7967230000.0
1,7943000000,7943230000.0
1,8813000000,8813230000.0
1,10382000000,10382230000.0
1,11219000000,11219230000.0
1,8327000000,8327240000.0
1,9321000000,9321240000.0
1,10849000000,10849240000.0
1,8769000000,8769240000.0
1,10252000000,10252240000.0
1,8242000000,8242240000.0
1,7691000000,7691200000.0
1,8589000000,8589200000.0
1,8055000000,8055200000.0
1,8370000000,8370200000.0
1,10065000000,10065200000.0
1,10852000000,10852045000.0
1,9459000000,9459045000.0
1,10208000000,10208045000.0
1,7775000000,7775045000.0
1,9416000000,9416045000.0
1,9012000000,9012045000.0
1,7477000000,7477145000.0
1,8611000000,8611145000.0
1,9302000000,9302145000.0
1,7755000000,7755145000.0
1,8765000000,8765145000.0
1,9226000000,9226145000.0
1,10662000000,10662045000.0
1,8279000000,8279045000.0
1,8559000000,8559045000.0
1,10213000000,10213045000.0
1,10936000000,10936045000.0
1,9170000000,9170045000.0
1,10419000000,10419045000.0
1,7740000000,7740045000.0
1,8679000000,8679045000.0
1,10297000000,10297045000.0
1,10658000000,10658045000.0
1,9935000000,9935045000.0
1,8255000000,8255045000.0
1,9316000000,9316045000.0
1,7703000000,7703045000.0
1,9168000000,9168045000.0
2,11006000000,11006045000.0
1,7415000000,7415045000.0
1,8943000000,8943045000.0
1,8137000000,8137045000.0
1,10506000000,10506045000.0
1,8948000000,8948045000.0
1,9778000000,9778045000.0
1,10558000000,10558105000.0
2,8328000000,8328105000.0
2,9597000000,9597105000.0
1,9648000000,9648105000.0
1,7538000000,7538105000.0
1,8937000000,8937105000.0
1,9685000000,9686410000.0
1,11013000000,11014410000.0
1,7784000000,7785410000.0
1,7983000000,7984410000.0
1,9234000000,9235410000.0
1,9737000000,9738410000.0
1,8271000000,8271045000.0
1,10325000000,10325045000.0
1,10154000000,10154045000.0
1,9390000000,9390045000.0
1,10450000000,10450045000.0
1,7964000000,7964045000.0
1,9818000000,9818280000.0
1,11058000000,11058280000.0
2,8055000000,8055280000.0
1,10938000000,10938280000.0
2,7486000000,7486280000.0
1,8430000000,8430280000.0
1,9383000000,9383060000.0
1,9294000000,9294060000.0
1,9084000000,9084060000.0
1,9729000000,9729060000.0
1,9331000000,9331060000.0
1,10227000000,10227060000.0
1,10642000000,10642200000.0
2,8737000000,8737200000.0
1,10944000000,10944200000.0
1,8762000000,8762200000.0
2,8167000000,8167200000.0
2,9238000000,9238200000.0
1,10119000000,10119200000.0
1,7541000000,7541200000.0
1,9292000000,9292200000.0
1,10946000000,10946200000.0
1,7747000000,7747200000.0
1,8758000000,8758235000.0
1,10161000000,10161235000.0
1,8040000000,8040235000.0
1,8886000000,8886235000.0
1,10619000000,10619235000.0
1,9311000000,9311235000.0
1,8315000000,8315045000.0
1,9145000000,9145045000.0
1,7933000000,7933045000.0
1,8633000000,8633045000.0
1,9010000000,9010045000.0
1,9552000000,9552045000.0
1,7611000000,7611050000.0
1,9504000000,9504050000.0
1,10699000000,10699050000.0
1,7965000000,7965120000.0
1,9129000000,9129120000.0
2,8112000000,8112120000.0
1,8294000000,8294120000.0
1,9515000000,9515120000.0
1,10776000000,10776120000.0
1,8986000000,8986120000.0
1,8086000000,8086145000.0
1,9318000000,9318145000.0
1,10336000000,10336145000.0
1,8493000000,8493145000.0
2,8248000000,8248145000.0
2,9233000000,9233320000.0
1,8116000000,8116320000.0
1,8238000000,8238320000.0
1,9562000000,9562320000.0
1,7682000000,7682320000.0
1,8781000000,8781125000.0
1,9954000000,9954125000.0
1,8416000000,8416125000.0
1,10687000000,10687125000.0
1,8419000000,8419125000.0
1,8200000000,8200215000.0
1,9226000000,9226215000.0
1,10714000000,10714215000.0
1,8604000000,8604215000.0
1,10325000000,10325215000.0
1,7733000000,7733255000.0
1,10252000000,10252255000.0
2,7684000000,7684255000.0
1,8427000000,8427255000.0
2,6461000000,6461255000.0
2,8777000000,8777210000.0
2,10022000000,10022210000.0
2,9852000000,9852210000.0
1,9124000000,9124210000.0
1,10128000000,10128210000.0
1,10747000000,10747125000.0
1,7498000000,7498125000.0
1,9098000000,9098125000.0
1,9950000000,9950125000.0
1,8976000000,8976125000.0
1,8367000000,8367120000.0
1,10339000000,10339120000.0
1,11136000000,11136120000.0
1,8185000000,8185120000.0
1,8732000000,8732120000.0
1,9663000000,9663120000.0
1,10602000000,10602350000.0
1,8327000000,8327350000.0
1,9273000000,9273350000.0
1,9740000000,9740350000.0
1,10074000000,10074350000.0
1,8353000000,8353205000.0
1,11038000000,11038205000.0
2,8392000000,8392205000.0
2,8700000000,8700205000.0
2,10391000000,10391205000.0
1,8975000000,8975120000.0
1,10471000000,10471120000.0
1,10618000000,10618120000.0
1,9646000000,9646120000.0
1,7871000000,7871120000.0
1,9090000000,9090120000.0
1,10863000000,10863120000.0
2,7397000000,7397120000.0
2,10412000000,10412120000.0
1,8618000000,8618120000.0
1,9720000000,9720155000.0
2,8178000000,8178155000.0
2,9888000000,9888155000.0
2,11020000000,11020155000.0
1,8141000000,8141155000.0
1,8556000000,8556120000.0
1,8968000000,8968120000.0
1,9454000000,9454120000.0
1,8108000000,8108120000.0
1,9605000000,9605120000.0
1,10801000000,10801165000.0
1,8208000000,8208165000.0
1,9496000000,9496165000.0
1,10642000000,10642165000.0
2,10579000000,10579165000.0
1,8134000000,8134150000.0
1,8520000000,8520150000.0
2,10607000000,10607150000.0
2,8121000000,8121150000.0
1,9696000000,9696305000.0
1,10794000000,10794305000.0
1,7539000000,7539305000.0
1,9338000000,9338305000.0
1,10489000000,10489305000.0
1,7431000000,7431150000.0
1,8712000000,8712150000.0
2,10015000000,10015150000.0
1,7719000000,7719150000.0
1,7805000000,7805150000.0
1,8816000000,8816130000.0
1,9928000000,9928130000.0
1,8501000000,8501130000.0
1,9889000000,9889130000.0
1,9532000000,9532130000.0
1,10212000000,10212280000.0
1,11089000000,11089280000.0
2,8199000000,8199280000.0
1,8421000000,8421280000.0
1,9327000000,9327280000.0
1,10985000000,10985245000.0
1,9607000000,9607245000.0
1,9223000000,9223245000.0
1,11325000000,11325245000.0
1,10588000000,10588245000.0
2,7700000000,7700125000.0
1,7958000000,7958125000.0
1,9602000000,9602125000.0
1,10541000000,10541125000.0
1,7576000000,7576125000.0
1,9551000000,9551130000.0
1,11158000000,11158130000.0
2,7645000000,7645130000.0
2,8099000000,8099130000.0
2,9518000000,9518130000.0
2,10205000000,10205515000.0
1,8909000000,8909515000.0
1,9912000000,9912515000.0
1,10688000000,10688515000.0
1,7424000000,7424515000.0
1,9063000000,9063275000.0
1,10274000000,10274275000.0
1,8460000000,8460275000.0
1,9414000000,9414275000.0
1,10009000000,10009275000.0
1,10672000000,10672150000.0
1,8068000000,8068150000.0
1,9537000000,9537150000.0
1,10232000000,10232150000.0
1,8374000000,8374150000.0
1,9446000000,9446345000.0
1,10303000000,10303345000.0
1,8167000000,8167345000.0
1,9266000000,9266345000.0
1,8174000000,8174345000.0
1,9015000000,9015235000.0
1,11132000000,11132235000.0
1,8036000000,8036235000.0
1,9602000000,9602235000.0
2,10064000000,10064235000.0
2,7654000000,7654120000.0
2,10567000000,10567120000.0
2,8741000000,8741120000.0
2,10152000000,10152120000.0
2,8372000000,8372120000.0
2,9900000000,9900125000.0
2,10744000000,10744125000.0
1,9536000000,9536125000.0
1,10247000000,10247125000.0
1,7963000000,7963305000.0
1,8701000000,8701305000.0
1,9923000000,9923305000.0
1,8278000000,8278305000.0
2,8693000000,8693305000.0
2,9851000000,9851125000.0
1,7822000000,7822125000.0
2,9688000000,9688125000.0
2,10381000000,10381125000.0
1,7758000000,7758125000.0
1,9324000000,9324120000.0
1,10976000000,10976120000.0
2,7266000000,7266120000.0
2,10914000000,10914120000.0
2,8836000000,8836120000.0
1,7959000000,7959145000.0
1,8724000000,8724145000.0
1,9478000000,9478145000.0
1,10821000000,10821145000.0
2,8398000000,8398145000.0
2,9482000000,9482135000.0
1,9001000000,9001135000.0
2,8620000000,8620135000.0
2,7911000000,7911135000.0
2,8959000000,8959135000.0
1,9010000000,9010135000.0
1,9893000000,9893135000.0
1,10369000000,10369135000.0
1,10692000000,10692135000.0
1,8069000000,8069135000.0
1,9565000000,9565145000.0
1,7594000000,7594145000.0
1,8976000000,8976145000.0
1,9770000000,9770145000.0
1,7906000000,7906145000.0
1,10766000000,10766525000.0
2,10467000000,10467525000.0
1,8611000000,8611525000.0
1,9962000000,9962525000.0
2,8677000000,8677260000.0
2,9219000000,9219260000.0
1,9146000000,9146260000.0
1,10741000000,10741260000.0
1,8706000000,8706260000.0
1,8567000000,8567255000.0
1,10067000000,10067255000.0
1,7625000000,7625255000.0
1,8965000000,8965255000.0
1,10083000000,10083255000.0
1,8608000000,8608465000.0
1,7547000000,7547465000.0
1,9745000000,9745465000.0
1,9871000000,9871465000.0
1,9759000000,9759465000.0
2,10898000000,10898135000.0
1,8275000000,8275135000.0
1,9066000000,9066135000.0
1,10037000000,10037135000.0
1,8813000000,8813135000.0
1,10112000000,10112135000.0
2,8019000000,8019120000.0
1,9299000000,9299120000.0
1,10795000000,10795120000.0
1,9073000000,9073120000.0
2,11062000000,11062120000.0
1,8363000000,8363120000.0
1,9046000000,9046120000.0
2,7696000000,7696120000.0
2,10564000000,10564120000.0
1,8811000000,8811120000.0
2,8108000000,8108315000.0
2,11032000000,11032315000.0
1,9336000000,9336315000.0
1,10826000000,10826315000.0
1,9115000000,9115315000.0
1,8027000000,8027210000.0
1,10239000000,10239210000.0
1,8354000000,8354210000.0
1,9363000000,9363210000.0
2,10470000000,10470210000.0
1,8448000000,8448750000.0
1,8182000000,8182750000.0
1,10628000000,10628750000.0
1,7503000000,7503750000.0
1,10235000000,10235750000.0
2,10367000000,10367230000.0
1,7917000000,7917230000.0
1,9974000000,9974230000.0
1,8849000000,8849230000.0
1,9757000000,9757230000.0
1,8264000000,8264250000.0
1,9458000000,9458250000.0
2,7869000000,7869250000.0
1,8102000000,8102250000.0
2,8136000000,8136250000.0
2,8978000000,8978335000.0
1,8540000000,8540335000.0
1,7887000000,7887335000.0
1,8779000000,8779335000.0
1,10493000000,10493335000.0
1,9430000000,9430125000.0
1,10661000000,10661125000.0
1,10709000000,10709125000.0
2,8547000000,8547125000.0
1,8245000000,8245125000.0
1,9972000000,9972765000.0
1,8368000000,8368765000.0
2,10048000000,10048765000.0
2,10574000000,10574765000.0
1,7932000000,7932765000.0
1,8723000000,8723290000.0
1,11058000000,11058290000.0
1,8197000000,8197290000.0
1,10108000000,10108290000.0
1,8544000000,8544290000.0
1,10481000000,10481120000.0
1,9020000000,9020120000.0
1,10091000000,10091120000.0
1,8235000000,8235120000.0
1,9148000000,9148120000.0
1,10919000000,10919125000.0
1,7890000000,7890125000.0
1,7829000000,7829125000.0
1,9281000000,9281125000.0
1,9686000000,9686125000.0
1,10801000000,10801130000.0
1,8810000000,8810130000.0
1,8741000000,8741130000.0
1,9094000000,9094130000.0
1,10650000000,10650130000.0
1,9006000000,9006135000.0
2,8223000000,8223135000.0
1,8425000000,8425135000.0
1,9104000000,9104135000.0
1,9694000000,9694135000.0
1,10368000000,10368650000.0
2,7714000000,7714650000.0
2,10293000000,10293650000.0
2,10867000000,10867650000.0
1,8201000000,8201650000.0
1,10971000000,10971120000.0
1,8453000000,8453120000.0
1,9138000000,9138120000.0
1,10723000000,10723120000.0
1,8908000000,8908120000.0
1,9932000000,9932190000.0
2,8371000000,8371190000.0
2,8668000000,8668190000.0
2,10226000000,10226190000.0
2,10275000000,10275190000.0
2,8563000000,8563125000.0
1,7948000000,7948125000.0
1,9347000000,9347125000.0
1,10316000000,10316125000.0
1,11024000000,11024125000.0
2,8768000000,8768125000.0
