key,value,eventTime,arrivalTime
2,2,8990000000,8990240000.0
2,2,10124000000,10124240000.0
2,2,11075000000,11075240000.0
1,1,9056000000,9056240000.0
1,1,8124000000,8124240000.0
2,2,9162000000,9162240000.0
2,2,10533000000,10533240000.0
2,2,6557000000,6557240000.0
2,2,8229000000,8229240000.0
2,2,10008000000,10008240000.0
1,1,9388000000,9388240000.0
1,1,10885000000,10885240000.0
1,1,7937000000,7937240000.0
1,1,8962000000,8962240000.0
1,1,10218000000,10218240000.0
1,1,9545000000,9545240000.0
2,2,8305000000,8305240000.0
2,2,10618000000,10618240000.0
1,1,8913000000,8913240000.0
1,1,8263000000,8263240000.0
1,1,8805000000,8805240000.0
1,1,8575000000,8575240000.0
1,1,10656000000,10656240000.0
1,1,8754000000,8754240000.0
1,1,11820000000,11820240000.0
1,1,8072000000,8072240000.0
1,1,9872000000,9872240000.0
1,1,6894000000,6894240000.0
1,1,8471000000,8471240000.0
1,1,9917000000,9917240000.0
1,1,7985000000,7985085000.0
1,1,9326000000,9326085000.0
1,1,10001000000,10001085000.0
1,1,7893000000,7893085000.0
1,1,8233000000,8233085000.0
1,1,9044000000,9044280000.0
1,1,8691000000,8691280000.0
1,1,9144000000,9144280000.0
1,1,9054000000,9054280000.0
1,1,10502000000,10502280000.0
1,1,8622000000,8622280000.0
1,1,9515000000,9515280000.0
1,1,7733000000,7733280000.0
2,2,8763000000,8763280000.0
2,2,10087000000,10087280000.0
1,1,8257000000,8257280000.0
2,2,7976000000,7976280000.0
2,2,9814000000,9814280000.0
2,2,10757000000,10757280000.0
1,1,8500000000,8500280000.0
1,1,7691000000,7691280000.0
1,1,9630000000,9630280000.0
1,1,10731000000,10731280000.0
1,1,8666000000,8666280000.0
1,1,8492000000,8492280000.0
1,1,8435000000,8435280000.0
1,1,9213000000,9213280000.0
1,1,10064000000,10064280000.0
1,1,8835000000,8835280000.0
1,1,8868000000,8868280000.0
1,1,9188000000,9188280000.0
1,1,10394000000,10394280000.0
1,1,9938000000,9938280000.0
1,1,8806000000,8806280000.0
1,1,9339000000,9339280000.0
1,1,8200000000,8200280000.0
1,1,10633000000,10633280000.0
1,1,8301000000,8301280000.0
1,1,9245000000,9245280000.0
2,2,10832000000,10832280000.0
1,1,8827000000,8827280000.0
1,1,11034000000,11034280000.0
1,1,9343000000,9343280000.0
1,1,10386000000,10386280000.0
1,1,10349000000,10349280000.0
1,1,7656000000,7656280000.0
1,1,9027000000,9027280000.0
1,1,9825000000,9825280000.0
1,1,8222000000,8222280000.0
1,1,8077000000,8077280000.0
1,1,8813000000,8813280000.0
2,2,9246000000,9246280000.0
1,1,8124000000,8124280000.0
1,1,9113000000,9113280000.0
1,1,10909000000,10909280000.0
1,1,7375000000,7375280000.0
1,1,9708000000,9708280000.0
1,1,10678000000,10678280000.0
1,1,7381000000,7381280000.0
1,1,9759000000,9759280000.0
1,1,8066000000,8066510000.0
2,2,10905000000,10905510000.0
1,1,9551000000,9551510000.0
1,1,10605000000,10605510000.0
2,2,10489000000,10489510000.0
1,1,7831000000,7831510000.0
1,1,8586000000,8586510000.0
1,1,9155000000,9155510000.0
1,1,7578000000,7578510000.0
1,1,9575000000,9575510000.0
1,1,10894000000,10894510000.0
2,2,9308000000,9308220000.0
2,2,9986000000,9986220000.0
1,1,8387000000,8387220000.0
1,1,7687000000,7687220000.0
1,1,9944000000,9944220000.0
1,1,10956000000,10956220000.0
1,1,7535000000,7535220000.0
1,1,8722000000,8722220000.0
2,2,9683000000,9683220000.0
2,2,10806000000,10806220000.0
1,1,10370000000,10370220000.0
1,1,8992000000,8992220000.0
1,1,10487000000,10487220000.0
1,1,8034000000,8034220000.0
1,1,10894000000,10894220000.0
1,1,9194000000,9194220000.0
1,1,10242000000,10242220000.0
2,2,7922000000,7922220000.0
1,1,8097000000,8097220000.0
1,1,9279000000,9279220000.0
1,1,7317000000,7317220000.0
1,1,10276000000,10276220000.0
1,1,10586000000,10586220000.0
1,1,9257000000,9257220000.0
1,1,9947000000,9947220000.0
1,1,11084000000,11084220000.0
1,1,9903000000,9903220000.0
1,1,10814000000,10814220000.0
1,1,7967000000,7967220000.0
1,1,7943000000,7943220000.0
1,1,8813000000,8813220000.0
1,1,10382000000,10382220000.0
1,1,11219000000,11219220000.0
1,1,8327000000,8327220000.0
1,1,9321000000,9321220000.0
1,1,10849000000,10849220000.0
1,1,8769000000,8769220000.0
1,1,10252000000,10252220000.0
1,1,8242000000,8242220000.0
1,1,7691000000,7691220000.0
1,1,8589000000,8589220000.0
1,1,8055000000,8055220000.0
1,1,8370000000,8370220000.0
1,1,10065000000,10065220000.0
1,1,10852000000,10852220000.0
1,1,9459000000,9459090000.0
1,1,10208000000,10208090000.0
1,1,7775000000,7775090000.0
1,1,9416000000,9416090000.0
1,1,9012000000,9012090000.0
1,1,7477000000,7477090000.0
1,1,8611000000,8611090000.0
1,1,9302000000,9302090000.0
1,1,7755000000,7755090000.0
1,1,8765000000,8765090000.0
1,1,9226000000,9226090000.0
1,1,10662000000,10662090000.0
1,1,8279000000,8279090000.0
1,1,8559000000,8559090000.0
1,1,10213000000,10213090000.0
1,1,10936000000,10936090000.0
1,1,9170000000,9170090000.0
1,1,10419000000,10419090000.0
1,1,7740000000,7740090000.0
1,1,8679000000,8679090000.0
1,1,10297000000,10297090000.0
1,1,10658000000,10658090000.0
1,1,9935000000,9935090000.0
1,1,8255000000,8255090000.0
1,1,9316000000,9316090000.0
1,1,7703000000,7703090000.0
1,1,9168000000,9168090000.0
2,2,11006000000,11006090000.0
1,1,7415000000,7415090000.0
1,1,8943000000,8943090000.0
1,1,8137000000,8137090000.0
1,1,10506000000,10506090000.0
1,1,8948000000,8948090000.0
1,1,9778000000,9778090000.0
1,1,10558000000,10558090000.0
2,2,8328000000,8328090000.0
2,2,9597000000,9597090000.0
1,1,9648000000,9648090000.0
1,1,7538000000,7538090000.0
1,1,8937000000,8937090000.0
1,1,9685000000,9685090000.0
1,1,11013000000,11013090000.0
1,1,7784000000,7784090000.0
1,1,7983000000,7983090000.0
1,1,9234000000,9234090000.0
1,1,9737000000,9737090000.0
1,1,8271000000,8271085000.0
1,1,10325000000,10325085000.0
1,1,10154000000,10154085000.0
1,1,9390000000,9390085000.0
1,1,10450000000,10450085000.0
1,1,7964000000,7964085000.0
1,1,9818000000,9818085000.0
1,1,11058000000,11058085000.0
2,2,8055000000,8055085000.0
1,1,10938000000,10938085000.0
2,2,7486000000,7486085000.0
1,1,8430000000,8430085000.0
1,1,9383000000,9383085000.0
1,1,9294000000,9294085000.0
1,1,9084000000,9084085000.0
1,1,9729000000,9729085000.0
1,1,9331000000,9331085000.0
1,1,10227000000,10227085000.0
1,1,10642000000,10642085000.0
2,2,8737000000,8737085000.0
1,1,10944000000,10944085000.0
1,1,8762000000,8762085000.0
2,2,8167000000,8167085000.0
2,2,9238000000,9238085000.0
1,1,10119000000,10119085000.0
1,1,7541000000,7541085000.0
1,1,9292000000,9292085000.0
1,1,10946000000,10946085000.0
1,1,7747000000,7747085000.0
1,1,8758000000,8758085000.0
1,1,10161000000,10161085000.0
1,1,8040000000,8040085000.0
1,1,8886000000,8886085000.0
1,1,10619000000,10619085000.0
1,1,9311000000,9311085000.0
1,1,8315000000,8315085000.0
1,1,9145000000,9145085000.0
1,1,7933000000,7933085000.0
1,1,8633000000,8633085000.0
1,1,9010000000,9010085000.0
1,1,9552000000,9552085000.0
1,1,7611000000,7611085000.0
1,1,9504000000,9504085000.0
1,1,10699000000,10699085000.0
1,1,7965000000,7965210000.0
1,1,9129000000,9129025000.0
2,2,8112000000,8112025000.0
1,1,8294000000,8294025000.0
1,1,9515000000,9515025000.0
1,1,10776000000,10776245000.0
1,1,8986000000,8986245000.0
1,1,8086000000,8086245000.0
1,1,9318000000,9318245000.0
1,1,10336000000,10336245000.0
1,1,8493000000,8493025000.0
2,2,8248000000,8248025000.0
2,2,9233000000,9233025000.0
1,1,8116000000,8116025000.0
1,1,8238000000,8238025000.0
1,1,9562000000,9562215000.0
1,1,7682000000,7682215000.0
1,1,8781000000,8781215000.0
1,1,9954000000,9954215000.0
1,1,8416000000,8416215000.0
1,1,10687000000,10687055000.0
1,1,8419000000,8419055000.0
1,1,8200000000,8200055000.0
1,1,9226000000,9226055000.0
1,1,10714000000,10714055000.0
1,1,8604000000,8604055000.0
1,1,10325000000,10325025000.0
1,1,7733000000,7733025000.0
1,1,10252000000,10252025000.0
2,2,7684000000,7684025000.0
1,1,8427000000,8427025000.0
2,2,6461000000,6461025000.0
2,2,8777000000,8777025000.0
2,2,10022000000,10022025000.0
2,2,9852000000,9852025000.0
1,1,9124000000,9124025000.0
1,1,10128000000,10128025000.0
1,1,10747000000,10747025000.0
1,1,7498000000,7498025000.0
1,1,9098000000,9098025000.0
1,1,9950000000,9950025000.0
1,1,8976000000,8976025000.0
1,1,8367000000,8367025000.0
1,1,10339000000,10339025000.0
1,1,11136000000,11136025000.0
1,1,8185000000,8185025000.0
1,1,8732000000,8732025000.0
1,1,9663000000,9663025000.0
1,1,10602000000,10602025000.0
1,1,8327000000,8327025000.0
1,1,9273000000,9273025000.0
1,1,9740000000,9740025000.0
1,1,10074000000,10074025000.0
1,1,8353000000,8353025000.0
1,1,11038000000,11038025000.0
2,2,8392000000,8392025000.0
2,2,8700000000,8700025000.0
2,2,10391000000,10391025000.0
1,1,8975000000,8975025000.0
1,1,10471000000,10471025000.0
1,1,10618000000,10618025000.0
1,1,9646000000,9646025000.0
1,1,7871000000,7871210000.0
1,1,9090000000,9090210000.0
1,1,10863000000,10863210000.0
2,2,7397000000,7397210000.0
2,2,10412000000,10412210000.0
1,1,8618000000,8618025000.0
1,1,9720000000,9720025000.0
2,2,8178000000,8178025000.0
2,2,9888000000,9888025000.0
2,2,11020000000,11020025000.0
1,1,8141000000,8141025000.0
1,1,8556000000,8556025000.0
1,1,8968000000,8968025000.0
1,1,9454000000,9454025000.0
1,1,8108000000,8108025000.0
1,1,9605000000,9605025000.0
1,1,10801000000,10801025000.0
1,1,8208000000,8208025000.0
1,1,9496000000,9496025000.0
1,1,10642000000,10642025000.0
2,2,10579000000,10579025000.0
1,1,8134000000,8134045000.0
1,1,8520000000,8520045000.0
2,2,10607000000,10607045000.0
2,2,8121000000,8121045000.0
1,1,9696000000,9696025000.0
1,1,10794000000,10794025000.0
1,1,7539000000,7539025000.0
1,1,9338000000,9338025000.0
1,1,10489000000,10489025000.0
1,1,7431000000,7431025000.0
1,1,8712000000,8712025000.0
2,2,10015000000,10015025000.0
1,1,7719000000,7719025000.0
1,1,7805000000,7805025000.0
1,1,8816000000,8816045000.0
1,1,9928000000,9928045000.0
1,1,8501000000,8501045000.0
1,1,9889000000,9889045000.0
1,1,9532000000,9532045000.0
1,1,10212000000,10212025000.0
1,1,11089000000,11089025000.0
2,2,8199000000,8199025000.0
1,1,8421000000,8421025000.0
1,1,9327000000,9327025000.0
1,1,10985000000,10985120000.0
1,1,9607000000,9607120000.0
1,1,9223000000,9223120000.0
1,1,11325000000,11325120000.0
1,1,10588000000,10588120000.0
2,2,7700000000,7700025000.0
1,1,7958000000,7958025000.0
1,1,9602000000,9602025000.0
1,1,10541000000,10541025000.0
1,1,7576000000,7576025000.0
1,1,9551000000,9551025000.0
1,1,11158000000,11158025000.0
2,2,7645000000,7645025000.0
2,2,8099000000,8099025000.0
2,2,9518000000,9518025000.0
2,2,10205000000,10205025000.0
1,1,8909000000,8909485000.0
1,1,9912000000,9912485000.0
1,1,10688000000,10688485000.0
1,1,7424000000,7424485000.0
1,1,9063000000,9063485000.0
1,1,10274000000,10274190000.0
1,1,8460000000,8460190000.0
1,1,9414000000,9414190000.0
1,1,10009000000,10009190000.0
1,1,10672000000,10672190000.0
1,1,8068000000,8068025000.0
1,1,9537000000,9537025000.0
1,1,10232000000,10232025000.0
1,1,8374000000,8374025000.0
1,1,9446000000,9446025000.0
1,1,10303000000,10303245000.0
1,1,8167000000,8167245000.0
1,1,9266000000,9266245000.0
1,1,8174000000,8174245000.0
1,1,9015000000,9015245000.0
1,1,11132000000,11132025000.0
1,1,8036000000,8036025000.0
1,1,9602000000,9602025000.0
2,2,10064000000,10064025000.0
2,2,7654000000,7654025000.0
2,2,10567000000,10567025000.0
2,2,8741000000,8741025000.0
2,2,10152000000,10152025000.0
2,2,8372000000,8372025000.0
2,2,9900000000,9900025000.0
2,2,10744000000,10744225000.0
1,1,9536000000,9536225000.0
1,1,10247000000,10247225000.0
1,1,7963000000,7963225000.0
1,1,8701000000,8701025000.0
1,1,9923000000,9923025000.0
1,1,8278000000,8278025000.0
2,2,8693000000,8693025000.0
2,2,9851000000,9851025000.0
1,1,7822000000,7822025000.0
2,2,9688000000,9688025000.0
2,2,10381000000,10381025000.0
1,1,7758000000,7758025000.0
1,1,9324000000,9324025000.0
1,1,10976000000,10976185000.0
2,2,7266000000,7266185000.0
2,2,10914000000,10914185000.0
2,2,8836000000,8836185000.0
1,1,7959000000,7959185000.0
1,1,8724000000,8724025000.0
1,1,9478000000,9478025000.0
1,1,10821000000,10821025000.0
2,2,8398000000,8398025000.0
2,2,9482000000,9482025000.0
1,1,9001000000,9001025000.0
2,2,8620000000,8620025000.0
2,2,7911000000,7911025000.0
2,2,8959000000,8959025000.0
1,1,9010000000,9010025000.0
1,1,9893000000,9893025000.0
1,1,10369000000,10369205000.0
1,1,10692000000,10692205000.0
1,1,8069000000,8069205000.0
